"","Ticker","SharesOutstanding","SO_Units","PublicFloat","PF_Units","SharesSoldShort","SSS_Units","ChangefromLast","PercentofFloat","Shares_Outstanding","Public_Float","Shares_Sold_Short"
"3504","ENG",27.99,"M",17.4,"M",720501,NA,-31.62,4.14,27990000,17400000,720501
"3505","ENLV",13.46,"M",12.07,"M",164520,NA,26.42,1.36,13460000,12070000,164520
"3506","ENOB",47.8,"M",14.22,"M",1.75,"M",10.64,12.3,47800000,14220000,1750000
"3507","ENPH",135.7,"M",126.26,"M",4.67,"M",-14.1,3.7,135700000,126260000,4670000
"3508","ENSG",54.98,"M",51.94,"M",1.65,"M",1.55,3.19,54980000,51940000,1650000
"3509","ENTA",20.2,"M",17.85,"M",1.98,"M",-2.47,11.07,20200000,17850000,1980000
"3510","ENTG",135.5,"M",134.34,"M",1.8,"M",38.17,1.34,135500000,134340000,1800000
"3511","ENTX",23.74,"M",16.55,"M",90337,NA,-57.07,0.55,23740000,16550000,90337
"3512","ENTXW",NA,NA,NA,NA,150,NA,-69.14,NA,NA,NA,150
"3513","ENVB",21.39,"M",16.23,"M",374359,NA,-30.27,2.31,21390000,16230000,374359
"3514","ENVIU",20.7,"M",NA,NA,799,NA,0,NA,20700000,NA,799
"3515","EOLS",54.12,"M",28.11,"M",3.72,"M",10.71,13.24,54120000,28110000,3720000
"3516","EOSE",51.8,"M",40.05,"M",6.52,"M",5.17,16.28,51800000,40050000,6520000
"3517","EOSEW",NA,NA,NA,NA,1823,NA,-32.46,NA,NA,NA,1823
"3518","EPAY",45.39,"M",44.26,"M",1.26,"M",-7.33,2.85,45390000,44260000,1260000
"3519","EPHYU",41.05,"M",40.93,"M",287,NA,55.98,0,41050000,40930000,287
"3520","EPIX",40.46,"M",15.78,"M",169878,NA,-37.31,1.08,40460000,15780000,169878
"3521","EPSN",23.8,"M",23.13,"M",7885,NA,8.1,0.03,23800000,23130000,7885
"3522","EPZM",101.98,"M",87.45,"M",13.29,"M",3.51,15.19,101980000,87450000,13290000
"3523","EQ",29.04,"M",12.77,"M",1,"M",28.91,7.86,29040000,12770000,1e+06
"3524","EQBK",14.33,"M",12.66,"M",171342,NA,4.48,1.35,14330000,12660000,171342
"3525","EQIX",89.58,"M",89.24,"M",860712,NA,-21.87,0.96,89580000,89240000,860712
"3526","EQOS",37.32,"M",31.13,"M",1.02,"M",10.52,3.27,37320000,31130000,1020000
"3527","ERES",34.5,"M",NA,NA,19976,NA,-51.19,NA,34500000,NA,19976
"3528","ERESU",34.5,"M",34.46,"M",614,NA,53.88,0,34500000,34460000,614
"3529","ERESW",NA,NA,NA,NA,375870,NA,-1.9,NA,NA,NA,375870
"3530","ERIC",NA,NA,3.07,"B",3.87,"M",-11.22,0.13,NA,3.07e+09,3870000
"3531","ERIE",46.19,"M",25.13,"M",1.01,"M",-1.21,4.03,46190000,25130000,1010000
"3532","ERII",57.52,"M",38.07,"M",2.44,"M",5.04,6.42,57520000,38070000,2440000
"3533","ERYP",25.78,"M",23.52,"M",2058,NA,10190,0.01,25780000,23520000,2058
"3534","ESBK",3.48,"M",2.51,"M",498,NA,33.87,0.02,3480000,2510000,498
"3535","ESCA",13.9,"M",8.85,"M",273505,NA,13.13,3.09,13900000,8850000,273505
"3536","ESEA",6.79,"M",1.84,"M",35976,NA,56.53,1.95,6790000,1840000,35976
"3537","ESGR",18.6,"M",15.12,"M",139605,NA,-5.84,0.92,18600000,15120000,139605
"3538","ESGRO",NA,NA,NA,NA,5068,NA,38.81,NA,NA,NA,5068
"3539","ESGRP",NA,NA,NA,NA,14561,NA,-12.48,NA,NA,NA,14561
"3540","ESLT",NA,NA,24.62,"M",122480,NA,-4.63,0.5,NA,24620000,122480
"3541","ESPR",28.19,"M",27.74,"M",9.13,"M",-5.7,32.93,28190000,27740000,9130000
"3542","ESQ",7.83,"M",6.71,"M",176254,NA,47.11,2.63,7830000,6710000,176254
"3543","ESSA",10.67,"M",8.78,"M",236430,NA,43.27,2.69,10670000,8780000,236430
"3544","ESSC",17.7,"M",14.09,"M",59047,NA,-4.41,0.42,17700000,14090000,59047
"3545","ESSCR",NA,NA,NA,NA,500,NA,0,NA,NA,NA,500
"3546","ESSCW",NA,NA,NA,NA,5031,NA,2.88,NA,NA,NA,5031
"3547","ESTA",23.69,"M",21.1,"M",112184,NA,-21.74,0.53,23690000,21100000,112184
"3548","ESXB",22.22,"M",21.47,"M",591023,NA,34.29,2.75,22220000,21470000,591023
"3549","ETAC",61.2,"M",59.37,"M",100624,NA,-62.23,0.17,61200000,59370000,100624
"3550","ETACU",52.2,"M",59.88,"M",794,NA,-46.82,0,52200000,59880000,794
"3551","ETACW",NA,NA,NA,NA,1571,NA,-97.6,NA,NA,NA,1571
"3552","ETNB",20.06,"M",17.09,"M",1.32,"M",-1.97,7.71,20060000,17090000,1320000
"3553","ETON",24.51,"M",20.19,"M",1.54,"M",8.6,7.64,24510000,20190000,1540000
"3554","ETSY",127.1,"M",126.22,"M",7.52,"M",14.94,5.96,127100000,126220000,7520000
"3555","ETTX",37.31,"M",6.6,"M",371989,NA,17.24,5.63,37310000,6600000,371989
"3556","EUCR",13.46,"M",10.79,"M",6286,NA,75.83,0.06,13460000,10790000,6286
"3557","EUCRU",10.84,"M",NA,NA,102,NA,-4.67,NA,10840000,NA,102
"3558","EUCRW",NA,NA,NA,NA,89,NA,-95.36,NA,NA,NA,89
"3559","EUSGU",14.38,"M",10.68,"M",1049,NA,100.96,0.01,14380000,10680000,1049
"3560","EVBG",37.66,"M",37.29,"M",4.33,"M",-4.19,11.61,37660000,37290000,4330000
"3561","EVER",18.93,"M",18.31,"M",1.69,"M",14.02,9.23,18930000,18310000,1690000
"3562","EVFM",152.84,"M",148.99,"M",11.45,"M",-5.17,7.69,152840000,148990000,11450000
"3563","EVGN",40.41,"M",37.85,"M",1.18,"M",29.55,3.11,40410000,37850000,1180000
"3564","EVK",14.81,"M",3.98,"M",168310,NA,75.57,4.22,14810000,3980000,168310
"3565","EVLO",53.37,"M",26.55,"M",3.01,"M",13.47,11.32,53370000,26550000,3010000
"3566","EVOK",32.37,"M",29.25,"M",1.16,"M",-7.33,3.96,32370000,29250000,1160000
"3567","EVOL",12.23,"M",7.97,"M",261001,NA,135.83,3.27,12230000,7970000,261001
"3568","EVOP",46.86,"M",46.15,"M",1.27,"M",10.79,2.74,46860000,46150000,1270000
"3569","EWBC",141.86,"M",140.75,"M",1.19,"M",-13.22,0.85,141860000,140750000,1190000
"3570","EXAS",159.03,"M",170.01,"M",9.29,"M",-2.13,5.46,159030000,170010000,9290000
"3571","EXC",977.18,"M",974.04,"M",12.32,"M",7.53,1.26,977180000,974040000,12320000
"3572","EXEL",313.39,"M",305.93,"M",9.61,"M",-11.88,3.14,313390000,305930000,9610000
"3573","EXFO",25.08,"M",21.05,"M",870,NA,-49.03,0,25080000,21050000,870
"3574","EXLS",33.46,"M",32.59,"M",1.03,"M",11.41,3.16,33460000,32590000,1030000
"3575","EXPD",168.89,"M",150.54,"M",3.15,"M",-4.9,2.09,168890000,150540000,3150000
"3576","EXPE",141.45,"M",140.7,"M",13.54,"M",4.5,9.62,141450000,140700000,13540000
"3577","EXPI",144.78,"M",65.6,"M",7.33,"M",-2.78,11.17,144780000,65600000,7330000
"3578","EXPO",52.12,"M",51.42,"M",1.02,"M",20.6,1.99,52120000,51420000,1020000
"3579","EXTR",123.58,"M",123.37,"M",7.61,"M",4.41,6.17,123580000,123370000,7610000
"3580","EYE",81.42,"M",80.72,"M",5.81,"M",-11.31,7.2,81420000,80720000,5810000
"3581","EYEG",7.1,"M",6.84,"M",14695,NA,279.23,0.21,7100000,6840000,14695
"3582","EYEN",25.86,"M",16.49,"M",147348,NA,-7.05,0.89,25860000,16490000,147348
"3583","EYES",27.91,"M",17.96,"M",2.48,"M",-35.48,13.82,27910000,17960000,2480000
"3584","EYESW",7.05,"M",NA,NA,36379,NA,4.54,NA,7050000,NA,36379
"3585","EYPT",28.74,"M",20.9,"M",1.23,"M",115.49,5.86,28740000,20900000,1230000
"3586","EZGO",13.4,"M",4.46,"M",23650,NA,71.78,0.53,13400000,4460000,23650
"3587","EZPW",52.87,"M",50.67,"M",5.68,"M",4.64,11.21,52870000,50670000,5680000
"3588","FAMI",189.55,"M",177.28,"M",817078,NA,-81.07,0.46,189550000,177280000,817078
"3589","FANG",181,"M",160.35,"M",3.63,"M",-4.17,2.26,1.81e+08,160350000,3630000
"3590","FANH",53.69,"M",43.65,"M",2.83,"M",-2.77,6.49,53690000,43650000,2830000
"3591","FARM",17.82,"M",15.33,"M",831327,NA,42.29,5.42,17820000,15330000,831327
"3592","FARO",18.15,"M",18.02,"M",340752,NA,4.78,1.89,18150000,18020000,340752
"3593","FAST",574.34,"M",572.34,"M",14,"M",-4.43,2.45,574340000,572340000,1.4e+07
"3594","FAT",12.23,"M",3.37,"M",23259,NA,16.23,0.69,12230000,3370000,23259
"3595","FATBP",881249,NA,NA,NA,3368,NA,-23.3,NA,881249,NA,3368
"3596","FATE",94.04,"M",88.14,"M",13.02,"M",6.5,14.78,94040000,88140000,13020000
"3597","FB",2.4,"B",2.38,"B",29.15,"M",9.02,1.22,2.4e+09,2.38e+09,29150000
"3598","FBIO",97.32,"M",67.62,"M",1.02,"M",20.65,1.5,97320000,67620000,1020000
"3599","FBIOP",3.43,"M",NA,NA,3259,NA,687.2,NA,3430000,NA,3259
"3600","FBIZ",8.57,"M",8.09,"M",247366,NA,44.14,3.06,8570000,8090000,247366
"3601","FBMS",21.02,"M",20.04,"M",298530,NA,15.01,1.49,21020000,20040000,298530
"3602","FBNC",28.49,"M",27.84,"M",1,"M",4.82,3.6,28490000,27840000,1e+06
"3603","FBRX",13.51,"M",9.79,"M",1.02,"M",-1.52,10.37,13510000,9790000,1020000
"3604","FCAC",34.5,"M",33.81,"M",1.9,"M",10.61,5.63,34500000,33810000,1900000
"3605","FCACW",NA,NA,NA,NA,17474,NA,15.15,NA,NA,NA,17474
"3606","FCAP",3.38,"M",3.24,"M",151879,NA,11.96,4.69,3380000,3240000,151879
"3607","FCBC",17.54,"M",15.46,"M",149899,NA,15.68,0.97,17540000,15460000,149899
"3608","FCBP",11.83,"M",10,"M",247828,NA,71.07,2.48,11830000,1e+07,247828
"3609","FCCO",7.52,"M",7.04,"M",229174,NA,40.84,3.26,7520000,7040000,229174
"3610","FCCY",10.27,"M",8.97,"M",216517,NA,68.28,2.41,10270000,8970000,216517
"3611","FCEL",322.43,"M",309.25,"M",45.46,"M",10.44,14.7,322430000,309250000,45460000
"3612","FCFS",41.03,"M",39.91,"M",1.12,"M",-2.05,2.82,41030000,39910000,1120000
"3613","FCNCA",8.81,"M",5.47,"M",493207,NA,15.47,9.02,8810000,5470000,493207
"3614","FCNCP",13.8,"M",NA,NA,9814,NA,-6.04,NA,13800000,NA,9814
"3615","FCRD",30.11,"M",25.18,"M",41434,NA,-32.2,0.16,30110000,25180000,41434
"3616","FDBC",5,"M",3.82,"M",83928,NA,2.68,2.2,5e+06,3820000,83928
"3617","FDMT",26.75,"M",20.78,"M",817526,NA,-1.23,3.93,26750000,20780000,817526
"3618","FDUS",24.44,"M",24.09,"M",144621,NA,-9.06,0.6,24440000,24090000,144621
"3619","FDUSG",2.53,"M",NA,NA,4001,NA,-35.87,NA,2530000,NA,4001
"3620","FDUSZ",760000,NA,NA,NA,90,NA,-77.94,NA,760000,NA,90
"3621","FEIM",9.2,"M",7.43,"M",1883,NA,36.45,0.03,9200000,7430000,1883
"3622","FELE",46.48,"M",38.73,"M",573036,NA,39.67,1.48,46480000,38730000,573036
"3623","FENC",26,"M",21.66,"M",1.46,"M",2.54,6.74,2.6e+07,21660000,1460000
"3624","FEYE",238.45,"M",231.44,"M",17.81,"M",-2.76,7.7,238450000,231440000,17810000
"3625","FFBC",97.28,"M",95.09,"M",1.83,"M",-7.44,1.93,97280000,95090000,1830000
"3626","FFBW",7.2,"M",5.62,"M",2761,NA,75.52,0.05,7200000,5620000,2761
"3627","FFHL",3.27,"M",1.13,"M",16340,NA,-4.6,1.45,3270000,1130000,16340
"3628","FFIC",30.95,"M",29.36,"M",306489,NA,-0.03,1.04,30950000,29360000,306489
"3629","FFIN",142.29,"M",128.76,"M",5.9,"M",-2.06,4.59,142290000,128760000,5900000
"3630","FFIV",59.61,"M",59.31,"M",2.59,"M",-5.76,4.36,59610000,59310000,2590000
"3631","FFNW",9.69,"M",7.38,"M",61700,NA,-1.84,0.84,9690000,7380000,61700
"3632","FFWM",44.78,"M",39.07,"M",635419,NA,14.13,1.63,44780000,39070000,635419
"3633","FGBI",9.74,"M",5.23,"M",134667,NA,36.94,2.58,9740000,5230000,134667
"3634","FGEN",92.13,"M",84.09,"M",8.35,"M",-1.27,9.93,92130000,84090000,8350000
"3635","FGF",5.01,"M",4.92,"M",73345,NA,-14.29,1.49,5010000,4920000,73345
"3636","FGFPP",894580,NA,NA,NA,118,NA,168.18,NA,894580,NA,118
"3637","FHB",130.37,"M",129.49,"M",4.02,"M",1.3,3.1,130370000,129490000,4020000
"3638","FHTX",36.85,"M",17.02,"M",748279,NA,2.82,4.4,36850000,17020000,748279
"3639","FIBK",41.58,"M",39.84,"M",1.01,"M",-10.81,2.54,41580000,39840000,1010000
"3640","FIII",25.74,"M",25.12,"M",2.4,"M",3.92,9.56,25740000,25120000,2400000
"3641","FIIIU",25.74,"M",NA,NA,121,NA,-80.7,NA,25740000,NA,121
"3642","FIIIW",NA,NA,NA,NA,6873,NA,-23.84,NA,NA,NA,6873
"3643","FINMU",41.4,"M",41.37,"M",61,NA,-83.15,0,41400000,41370000,61
"3644","FISI",15.83,"M",15.51,"M",194959,NA,2.88,1.26,15830000,15510000,194959
"3645","FISV",666.77,"M",600.27,"M",12.56,"M",-5.04,2.09,666770000,600270000,12560000
"3646","FITB",711.6,"M",700.52,"M",11.68,"M",-12.11,1.67,711600000,700520000,11680000
"3647","FITBI",NA,NA,NA,NA,93864,NA,-2.63,NA,NA,NA,93864
"3648","FITBO",NA,NA,NA,NA,18917,NA,-46.85,NA,NA,NA,18917
"3649","FITBP",NA,NA,NA,NA,2841,NA,-21.52,NA,NA,NA,2841
"3650","FIVE",55.99,"M",54.66,"M",3.15,"M",-2.35,5.77,55990000,54660000,3150000
"3651","FIVN",67.04,"M",66.13,"M",3.21,"M",6.63,4.86,67040000,66130000,3210000
"3652","FIXX",57.08,"M",37.96,"M",3.06,"M",-1.86,8.06,57080000,37960000,3060000
"3653","FIZZ",93.3,"M",23.25,"M",5.69,"M",5.57,24.47,93300000,23250000,5690000
"3654","FLACU",14.3,"M",12.46,"M",472,NA,-86.73,0,14300000,12460000,472
"3655","FLDM",74.96,"M",73.87,"M",7.55,"M",-1.31,10.22,74960000,73870000,7550000
"3656","FLEX",490.74,"M",487.36,"M",9.86,"M",17.43,2.02,490740000,487360000,9860000
"3657","FLGT",29.01,"M",18.72,"M",5.87,"M",-2.59,31.36,29010000,18720000,5870000
"3658","FLIC",23.78,"M",22.48,"M",205100,NA,14.82,0.91,23780000,22480000,205100
"3659","FLL",34.11,"M",32.02,"M",755187,NA,77.82,2.36,34110000,32020000,755187
"3660","FLMN",46.21,"M",4.32,"M",522411,NA,23.96,12.08,46210000,4320000,522411
"3661","FLMNW",NA,NA,NA,NA,94,NA,370,NA,NA,NA,94
"3662","FLNT",78.21,"M",42.56,"M",1.92,"M",-4.26,4.51,78210000,42560000,1920000
"3663","FLUX",13.25,"M",8.27,"M",641615,NA,-6.84,7.76,13250000,8270000,641615
"3664","FLWS",36.93,"M",27.72,"M",6.54,"M",-7.65,23.59,36930000,27720000,6540000
"3665","FLXN",49.94,"M",44.68,"M",7.17,"M",3.32,16.05,49940000,44680000,7170000
"3666","FLXS",6.85,"M",6.39,"M",101862,NA,-18.65,1.59,6850000,6390000,101862
"3667","FMAO",11.2,"M",10.06,"M",207105,NA,22.76,2.06,11200000,10060000,207105
"3668","FMBH",16.74,"M",13.91,"M",228721,NA,-5.55,1.64,16740000,13910000,228721
"3669","FMBI",114.33,"M",112.88,"M",3.05,"M",0.19,2.7,114330000,112880000,3050000
"3670","FMBIO",4.9,"M",NA,NA,8799,NA,105.39,NA,4900000,NA,8799
"3671","FMBIP",4.32,"M",NA,NA,15527,NA,51.25,NA,4320000,NA,15527
"3672","FMNB",28.31,"M",25.74,"M",300991,NA,25.87,1.17,28310000,25740000,300991
"3673","FMTX",47.37,"M",38.01,"M",3.25,"M",-2.25,8.54,47370000,38010000,3250000
"3674","FNCB",20.22,"M",16.77,"M",445211,NA,25.72,2.65,20220000,16770000,445211
"3675","FNHC",17.93,"M",12.84,"M",403465,NA,13.48,3.14,17930000,12840000,403465
"3676","FNKO",37.51,"M",20.57,"M",3.65,"M",14.91,17.76,37510000,20570000,3650000
"3677","FNLC",10.99,"M",9.3,"M",86457,NA,7.14,0.93,10990000,9300000,86457
"3678","FNWB",10.22,"M",8.09,"M",451627,NA,109.43,5.59,10220000,8090000,451627
"3679","FOCS",51.46,"M",40.17,"M",2.18,"M",-4.96,5.44,51460000,40170000,2180000
"3680","FOLD",266.06,"M",261.08,"M",32.18,"M",8.13,12.33,266060000,261080000,32180000
"3681","FONR",6.45,"M",6.35,"M",212610,NA,22.58,3.35,6450000,6350000,212610
"3682","FORD",9.95,"M",6.59,"M",160159,NA,-0.48,2.43,9950000,6590000,160159
"3683","FORE",32.46,"M",30.94,"M",9145,NA,44.31,0.03,32460000,30940000,9145
"3684","FOREU",31.63,"M",31.25,"M",558,NA,-17.94,0,31630000,31250000,558
"3685","FOREW",NA,NA,NA,NA,5537,NA,-5.14,NA,NA,NA,5537
"3686","FORM",77.62,"M",76.99,"M",1.34,"M",12.89,1.74,77620000,76990000,1340000
"3687","FORR",19.13,"M",11.15,"M",431505,NA,3.28,3.87,19130000,11150000,431505
"3688","FORTY",NA,NA,NA,NA,1219,NA,31.64,NA,NA,NA,1219
"3689","FOSL",52.08,"M",44.76,"M",4.29,"M",3.47,9.58,52080000,44760000,4290000
"3690","FOX",256.19,"M",150.82,"M",1.48,"M",-8.6,0.98,256190000,150820000,1480000
"3691","FOXA",334.35,"M",321.08,"M",9.45,"M",-17.4,2.94,334350000,321080000,9450000
"3692","FOXF",41.96,"M",41.42,"M",1.66,"M",-9.95,4.01,41960000,41420000,1660000
"3693","FOXWU",5.75,"M",5.7,"M",503,NA,-3.64,0.01,5750000,5700000,503
"3694","FPAY",21.38,"M",14.89,"M",55393,NA,9.3,0.37,21380000,14890000,55393
"3695","FRAF",4.42,"M",4.21,"M",107270,NA,37.44,2.55,4420000,4210000,107270
"3696","FRBA",19.63,"M",18.04,"M",390136,NA,28.65,2.16,19630000,18040000,390136
"3697","FRBK",58.87,"M",47.46,"M",6.33,"M",1.82,13.35,58870000,47460000,6330000
"3698","FREE",38.43,"M",35.01,"M",2.19,"M",-3.06,6.25,38430000,35010000,2190000
"3699","FREEW",NA,NA,NA,NA,200959,NA,0,NA,NA,NA,200959
"3700","FREQ",34.22,"M",31.58,"M",5.44,"M",6.54,17.24,34220000,31580000,5440000
"3701","FRG",40.17,"M",27.1,"M",714850,NA,5.68,2.64,40170000,27100000,714850
"3702","FRGAP",4.54,"M",NA,NA,13631,NA,23.27,NA,4540000,NA,13631
"3703","FRGI",26.47,"M",25.3,"M",1.33,"M",-1.58,5.26,26470000,25300000,1330000
"3704","FRHC",58.44,"M",15.83,"M",1.11,"M",1.33,6.99,58440000,15830000,1110000
"3705","FRLN",35.85,"M",32.52,"M",52030,NA,83.86,0.16,35850000,32520000,52030
"3706","FRME",54.37,"M",53.61,"M",738197,NA,-3.73,1.38,54370000,53610000,738197
"3707","FROG",93.52,"M",33.94,"M",4.06,"M",26.61,11.95,93520000,33940000,4060000
"3708","FRPH",9.4,"M",5.91,"M",62406,NA,27.45,1.06,9400000,5910000,62406
"3709","FRPT",43.27,"M",41.88,"M",1.65,"M",37.65,3.93,43270000,41880000,1650000
"3710","FRSX",64.47,"M",NA,NA,2.22,"M",-25.79,NA,64470000,NA,2220000
"3711","FRTA",66.69,"M",30,"M",2.45,"M",-22.17,8.15,66690000,3e+07,2450000
"3712","FSBW",4.23,"M",3.63,"M",30192,NA,12.25,0.83,4230000,3630000,30192
"3713","FSEA",6.03,"M",2.6,"M",6608,NA,34.36,0.25,6030000,2600000,6608
"3714","FSFG",2.38,"M",1.67,"M",45718,NA,26.84,2.73,2380000,1670000,45718
"3715","FSLR",106.31,"M",93.43,"M",7.18,"M",-4.76,7.69,106310000,93430000,7180000
"3716","FSRV",NA,NA,22.46,"M",5.17,"M",8.71,23.01,NA,22460000,5170000
"3717","FSRVU",NA,NA,NA,NA,355,NA,-60.82,NA,NA,NA,355
"3718","FSRVW",NA,NA,NA,NA,18776,NA,-18.27,NA,NA,NA,18776
"3719","FSSIU",25.88,"M",25.73,"M",14668,NA,-3.61,0.06,25880000,25730000,14668
"3720","FSTR",10.81,"M",9.95,"M",274670,NA,17.49,2.76,10810000,9950000,274670
"3721","FSTX",19.37,"M",14.92,"M",61381,NA,62.76,0.41,19370000,14920000,61381
"3722","FSV",43.83,"M",37.25,"M",128386,NA,1.37,0.34,43830000,37250000,128386
"3723","FTCV",25.64,"M",24.82,"M",2.12,"M",-3.79,8.54,25640000,24820000,2120000
"3724","FTCVU",25.64,"M",25.46,"M",1778,NA,-39.19,0.01,25640000,25460000,1778
"3725","FTCVW",NA,NA,NA,NA,10250,NA,7.39,NA,NA,NA,10250
"3726","FTDR",85.69,"M",85.49,"M",2.16,"M",-1.96,2.53,85690000,85490000,2160000
"3727","FTEK",30.26,"M",23.17,"M",490962,NA,-0.08,2.12,30260000,23170000,490962
"3728","FTFT",73.11,"M",44.84,"M",3.69,"M",-13.96,8.23,73110000,44840000,3690000
"3729","FTHM",14.67,"M",4.87,"M",886489,NA,24.83,18.19,14670000,4870000,886489
"3730","FTIV",NA,NA,19.71,"M",185701,NA,13.4,0.94,NA,19710000,185701
"3731","FTIVW",NA,NA,NA,NA,27462,NA,-5.27,NA,NA,NA,27462
"3732","FTNT",163.32,"M",136.17,"M",2.61,"M",-3.99,1.91,163320000,136170000,2610000
"3733","FTOC",77.64,"M",75.1,"M",345392,NA,-43.65,0.46,77640000,75100000,345392
"3734","FTOCU",77.64,"M",77.54,"M",4913,NA,-38.2,0.01,77640000,77540000,4913
"3735","FTOCW",NA,NA,NA,NA,27886,NA,-15.11,NA,NA,NA,27886
"3736","FULC",32.68,"M",15.91,"M",717082,NA,-3.55,4.51,32680000,15910000,717082
"3737","FULT",162.61,"M",161.32,"M",3.94,"M",9.43,2.45,162610000,161320000,3940000
"3738","FULTP",8,"M",NA,NA,6591,NA,31.06,NA,8e+06,NA,6591
"3739","FUNC",6.6,"M",6.23,"M",198664,NA,29.61,3.19,6600000,6230000,198664
"3740","FUSB",6.21,"M",5.77,"M",3366,NA,-9.1,0.06,6210000,5770000,3366
"3741","FUSN",42.46,"M",25.28,"M",236147,NA,7.4,0.93,42460000,25280000,236147
"3742","FUTU",84.85,"M",68.38,"M",5.46,"M",13.56,7.98,84850000,68380000,5460000
"3743","FUV",35.78,"M",26.84,"M",8.61,"M",7.14,32.07,35780000,26840000,8610000
"3744","FVAM",8.62,"M",8.19,"M",16915,NA,-24.97,0.21,8620000,8190000,16915
"3745","FVCB",13.64,"M",10.91,"M",241461,NA,50.65,2.21,13640000,10910000,241461
"3746","FVE",31.68,"M",20.72,"M",640099,NA,3.51,3.09,31680000,20720000,640099
"3747","FWONA",25.84,"M",24.34,"M",936941,NA,7.91,3.85,25840000,24340000,936941
"3748","FWONK",203.57,"M",191.78,"M",7.74,"M",-3.14,4.04,203570000,191780000,7740000
"3749","FWP",6.89,"M",NA,NA,4360,NA,77.81,NA,6890000,NA,4360
"3750","FWRD",27.32,"M",27.01,"M",467714,NA,18.47,1.73,27320000,27010000,467714
"3751","FXNC",4.87,"M",3.83,"M",1603,NA,-48.27,0.04,4870000,3830000,1603
"3752","GABC",26.55,"M",24.66,"M",388392,NA,-6.58,1.57,26550000,24660000,388392
"3753","GAIA",13.82,"M",12.16,"M",1.18,"M",13.3,9.71,13820000,12160000,1180000
"3754","GAIN",33.21,"M",32.33,"M",441052,NA,-9.04,1.36,33210000,32330000,441052
"3755","GALT",58.09,"M",41.3,"M",5.34,"M",-2.32,12.92,58090000,41300000,5340000
"3756","GAN",42.01,"M",36.41,"M",2.8,"M",-2.84,7.69,42010000,36410000,2800000
"3757","GASS",37.86,"M",30.42,"M",10397,NA,-22.07,0.03,37860000,30420000,10397
"3758","GBCI",95.51,"M",94.98,"M",2.59,"M",0.45,2.73,95510000,94980000,2590000
"3759","GBDC",168.23,"M",156.28,"M",1.37,"M",28.98,0.88,168230000,156280000,1370000
"3760","GBIO",56.63,"M",43.22,"M",4.66,"M",2.64,10.79,56630000,43220000,4660000
"3761","GBLI",10.48,"M",7.82,"M",10444,NA,-31.01,0.13,10480000,7820000,10444
"3762","GBLIL",NA,NA,NA,NA,428,NA,-56.98,NA,NA,NA,428
"3763","GBNY",2.55,"M",2.4,"M",11239,NA,25.96,0.47,2550000,2400000,11239
"3764","GBS",12.38,"M",6.33,"M",104915,NA,37.82,1.66,12380000,6330000,104915
"3765","GBT",62.27,"M",60.66,"M",12.07,"M",4,19.89,62270000,60660000,12070000
"3766","GCBC",8.51,"M",3.2,"M",65859,NA,76.27,2.06,8510000,3200000,65859
"3767","GCMG",42.63,"M",33.52,"M",6.63,"M",15.57,19.79,42630000,33520000,6630000
"3768","GCMGW",NA,NA,NA,NA,22940,NA,5125.51,NA,NA,NA,22940
"3769","GDEN",28.47,"M",19.02,"M",624780,NA,21.26,3.29,28470000,19020000,624780
"3770","GDRX",69.56,"M",57.66,"M",16.46,"M",12.44,28.54,69560000,57660000,16460000
"3771","GDS",178.45,"M",175.15,"M",12.95,"M",15.16,7.39,178450000,175150000,12950000
"3772","GDYN",54.17,"M",25.49,"M",1.25,"M",10.37,4.9,54170000,25490000,1250000
"3773","GDYNW",NA,NA,NA,NA,91928,NA,2.14,NA,NA,NA,91928
"3774","GECC",23.51,"M",17.05,"M",487482,NA,-4.52,2.86,23510000,17050000,487482
"3775","GECCL",1.21,"M",NA,NA,1560,NA,14.54,NA,1210000,NA,1560
"3776","GECCM",1.82,"M",NA,NA,2152,NA,-16.33,NA,1820000,NA,2152
"3777","GECCN",1.71,"M",NA,NA,1657,NA,-79.64,NA,1710000,NA,1657
"3778","GEG",26.6,"M",24.5,"M",21357,NA,-52.63,0.09,26600000,24500000,21357
"3779","GENC",12.3,"M",10.39,"M",238388,NA,20.73,2.3,12300000,10390000,238388
"3780","GENE",15.03,"M",NA,NA,1.16,"M",-5.34,NA,15030000,NA,1160000
"3781","GEOS",13.46,"M",12.84,"M",154557,NA,3.1,1.2,13460000,12840000,154557
"3782","GERN",318.57,"M",304.54,"M",27.44,"M",5.76,9.01,318570000,304540000,27440000
"3783","GEVO",198.15,"M",193.42,"M",20.27,"M",-4.73,10.48,198150000,193420000,20270000
"3784","GFED",4.39,"M",2.99,"M",2296,NA,-65.48,0.08,4390000,2990000,2296
"3785","GFNCP",NA,NA,NA,NA,971,NA,314.96,NA,NA,NA,971
"3786","GFNSZ",2.76,"M",NA,NA,313,NA,-87.26,NA,2760000,NA,313
"3787","GGAL",119.35,"M",119.31,"M",1.47,"M",15.72,1.23,119350000,119310000,1470000
"3788","GH",101.12,"M",90.4,"M",4.2,"M",1.06,4.65,101120000,90400000,4200000
"3789","GHSI",24.43,"M",23.6,"M",421811,NA,-23.32,1.79,24430000,23600000,421811
"3790","GHVIU",34.5,"M",33.92,"M",12013,NA,-2.07,0.04,34500000,33920000,12013
"3791","GIFI",15.52,"M",10.1,"M",98590,NA,1.39,0.98,15520000,10100000,98590
